Question,Response
สะพานมีโยเป็นสะพานเคเบิลที่เชื่อมระหว่างปารีสกับเมืองใด,มงเปอลีเย
สะพานมีโย ประเทศฝรั่งเศส ได้รับรางวัลใดจากสมาคมสะพานและวิศวกรรมโครงสร้างนานาชาติ (IABSE),รางวัลโครงสร้างดีเด่น
ในกาแฟไอริชจะมีส่วนผสมใดที่นำมาผสมกับการแฟเอสเปรสโซ,วิสกี้ไอริช
ซีวิงส์ เป็นผู้ประกอบการทัวร์เครื่องบินทะเลระดับหรู ตั้งอยู่ในประเทศใด,สหรัฐอาหรับเอมิเรตส์
การบินเริ่มขึ้นในดูไบเมื่อปี ค.ศ. 1937 โดยครั้งแรกคือเรือเหาะของสายการบินใด,อิมพีเรียลแอร์เวย์
วนอุทยานเขากระโดง ตั้งอยู่ในเขตจังหวัดใด,บุรีรัมย์
จอร์จทาวน์และมะละกาถูกขึ้นทะเบียนเป็นมรดกโลกอย่างเป็นทางการเมื่อปีใด,ค.ศ. 2008
นิตยสาร สตรีสาร ได้รับรางวัลพระเกี้ยวทองคำ จากจุฬาลงกรณ์มหาวิทยาลัย ในฐานะนิตยสารประเภทใด,ส่งเสริมภาษาไทยดีเด่น
กรมป่าไม้ได้ประกาศให้เป็นวนอุทยานเขากระโดงเมื่อวันที่ 23 ตุลาคม ปี พ.ศ. ใด,พ.ศ. 2521
นิลวรรณ ปิ่นทองถึงแก่กรรมเมื่อปี พ.ศ.2560 สิริอายุรวมกี่ปี,101 ปี
อกุสต์ ปาวี มีชื่อเต็มว่า ฌ็อง มารี โอกุสต์ ปาวี เป็นนักสำรวจชาวอะไร,ชาวฝรั่งเศส
คำเรียกใดหมายถึงเกษตรกรที่ฝึกการแพทย์และผู้ช่วยแพทย์พื้นฐานเพื่อทำงานในหมู่บ้านชนบทของจีน,หมอเท้าเปล่า
