Question,Response
พระเจ้ามโหตรประเทศ ทรงครองราชย์ระหว่างปี พ.ศ. 2390 ถึงปี พ.ศ. 2397 เป็นเจ้าผู้ครองนครอะไร,นครเชียงใหม่
ประเทศนามิเบียมีพรมแดนด้านตะวันออกเฉียงเหนือติดกับประเทศอะไร,ซิมบับเว
ปกรณ์ มะโน เกิดวันที่ 10 ตุลาคม พ.ศ. 2527 มีชื่อเดิมเรียกว่าอะไร,ประกิต ศิริภัทร์
ผู้ใดที่ถือว่าเป็นชาวยุโรปคนแรกที่เดินทางไปประเทศนามิเบีย,บาร์โธโลมิวส์
สามก๊ก ฉบับคนเดินดินที่ใช้นามปากกาว่า เล่า ชวน หัว เป็นผลงานของใคร,สุขสันต์ วิเวกเมธากร
สุขสันต์ วิเวกเมธากร เขียนหนังสือเรื่องสามก๊กฉบับคนเดินดิน โดยใช้นามปากกาว่าอะไร,เล่า ชวน หัว
พลจัตวาทูนทิน ได้ดำรงตำแหน่งต่างๆ ในรัฐบาลทหารของผู้ใดก่อนขึ้นเป็นนายกของประเทศพม่า,พลเอก เนวีน
ในช่วงค.ศ. 1992 - 1999 ประเทศนาอูรูมีระบบการปกครองส่วนท้องถิ่นที่มีชื่อว่าอะไร,สภาเกาะนาอูรู
มนัสวีร์ กฤตตานุกูล นักแสดงชาวไทยมีชื่อเล่นว่าอะไร,หลิว
มนัสวีร์ กฤตตานุกูล เริ่มมีชื่อเสียงจากการแสดงภาพยนตร์เรื่องอะไร,O-Negative (รัก-ออกแบบไม่ได้)
ประเทศรวันดาได้รับสมญานามจากประเทศเบลเยียมซึ่งเป็นเจ้าอาณานิคมเก่าว่าอะไร,ดินแดนแห่งเขาพันลูก
เหตุการณ์ที่โด่งดังระดับสากลของประเทศรวันดาในปี พ.ศ. 2537 คือเหตุการณ์ไหน,เหตุการณ์ฆ่าล้างเผ่าพันธุ์ชาวทุตซี
พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าดุษฎี ประสูติเมื่อ พ.ศ. ใด,พ.ศ. 2335
